transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN002257,M10955,9781231336106,2025-01-25,2025-02-06,BR012
TXN002258,M42011,9781164231653,2024-05-02,2024-05-29,BR011
TXN002259,M79220,9780372776857,2024-09-26,2024-10-02,BR001
TXN002260,M98410,9780634942907,2025-06-03,2025-06-11,BR013
TXN002261,M32913,9780755188703,2025-10-12,2025-10-24,BR014
TXN002262,M16672,9780242024835,2024-09-03,2024-09-07,BR007
TXN002263,M54296,9781172345656,2025-05-17,2025-06-14,BR004
TXN002264,M25448,9781790254859,2025-04-10,2025-04-17,BR008
TXN002265,M10292,9780689047237,2024-10-24,2024-11-23,BR010
TXN002266,M49953,9780009538551,2024-09-30,2024-10-29,BR011
TXN002267,M14643,9780164359909,2025-06-15,2025-07-01,BR015
TXN002268,M17536,9780781460477,2025-06-23,2025-07-03,BR010
TXN002269,M56385,9780437884435,2024-12-09,2024-09-18,BR006
TXN002270,M62699,9781187564677,2024-01-18,2024-01-25,BR002
TXN002271,M21107,9780681541856,2025-06-01,2025-06-05,BR015
TXN002272,M73886,nan,2025-04-11,2025-04-19,BR013
TXN002273,M71695,9780277291080,2024-05-26,2024-06-24,BR005
TXN002274,M33878,9781860435669,2023-11-07,2023-11-22,BR005
TXN002275,M96019,9780374698331,2023-11-02,2023-11-26,BR003
TXN002276,M66880,nan,2024-10-01,2024-10-08,BR015
TXN002277,M24505,9780067182222,2024-08-16,2024-08-30,BR001
TXN002278,M53412,9781190878860,2024-06-10,2024-06-26,BR003
TXN002279,M97194,9780673963420,2025-03-06,2025-03-24,BR002
TXN002280,M74955,9781055049220,2025-06-10,2025-07-05,BR012
TXN002281,M62412,9780486186702,2024-08-06,2024-09-02,BR015
TXN002282,M60967,9780016290732,2025-09-02,2025-09-07,BR002
TXN002283,M30387,9780982718261,2025-03-10,2025-03-18,BR001
TXN002284,M16820,9780717086498,2024-04-22,2024-05-12,BR006
TXN002285,M11052,9781203983130,2025-09-13,2025-09-16,BR005
TXN002286,M66223,9780145996703,2025-10-09,2025-10-15,BR003
TXN002287,M42698,9780958730549,2025-10-11,2025-11-03,BR002
TXN002288,M42421,9781388430214,2024-09-18,2024-10-11,BR007
TXN002289,M23508,9781780664316,2024-06-21,2024-06-28,BR009
TXN002290,M87489,9780649281503,2024-03-07,2024-03-12,BR003
TXN002291,M62596,nan,2024-09-06,2024-09-20,BR004
TXN002292,M12314,9780709264071,2025-07-18,2025-07-31,BR002
TXN002293,M63385,9780880817264,2024-01-31,2024-02-08,BR012
TXN002295,M65977,9780741168061,2025-08-28,2025-09-09,BR005
TXN002296,M46773,9781127662081,2023-11-07,2023-11-18,BR012
TXN002298,M52157,9781435962453,2025-10-12,2025-11-01,BR008
TXN002299,M23207,9780120424252,2024-03-19,2024-03-31,BR005
TXN002300,M53815,9780237530280,2025-08-08,2025-08-30,BR002
TXN002301,M82321,9781039670242,2024-04-08,2024-05-02,BR003
TXN002302,M57367,9780405536489,2025-04-17,2025-04-29,BR010
TXN002303,M41228,9781403648822,2024-01-08,2024-01-11,BR004
TXN002304,M23941,9781385466230,2025-09-15,2025-09-17,BR012
TXN002305,M86881,9781066799862,2024-05-08,2024-05-15,BR015
TXN002307,M81641,9781226992065,2024-08-13,2024-09-07,BR005
TXN002309,M35127,9780358768876,2025-03-16,2025-04-14,BR012
TXN002311,M25391,9780153983917,2024-02-04,2024-02-21,BR002
TXN002312,M76043,9781000144079,2025-08-23,2025-09-15,BR003
TXN002314,M34928,9781528720991,2024-11-11,2024-11-29,BR007
TXN002315,M77303,9781422405925,2023-11-23,2023-12-10,BR003
TXN002316,M60351,9780530976693,2025-09-01,2025-09-10,BR007
TXN002317,M37122,9781896298054,2024-08-03,2024-08-22,BR003
TXN002318,M11161,9780175307968,2024-08-08,2024-08-25,BR013
TXN002319,M78822,9781724043474,2024-04-19,2024-05-12,BR014
TXN002320,M45194,9781313795616,2023-10-23,2023-11-10,BR003
TXN002321,M41223,9781732175037,2024-08-15,2024-09-13,BR011
TXN002322,M46406,9780259991939,2024-10-24,2024-10-26,BR005
TXN002323,M94202,9780703424440,2025-06-23,2025-06-27,BR014
TXN002324,M10183,9780476078628,2025-05-02,2025-05-14,BR011
TXN002325,M52540,9780076519170,2025-01-16,2025-01-25,BR012
TXN002326,M27512,9780732895143,2024-06-27,2024-06-29,BR010
TXN002327,M92045,9781091858053,2024-06-23,2024-07-17,BR014
TXN002328,M46659,9780574496539,2024-12-27,2025-01-24,BR001
TXN002329,M86449,9781077004092,2024-04-10,2024-05-01,BR012
TXN002330,M43730,9781541840393,2025-08-18,2025-08-25,BR011
TXN002331,M67958,9780180396629,2025-04-26,2025-05-17,BR005
TXN002332,M61834,9780858864078,2024-11-07,2024-11-21,BR004
TXN002334,M33791,9780356230399,2025-10-03,2025-10-10,BR014
TXN002335,M84666,9781088067086,2025-03-23,2025-04-02,BR012
TXN002336,M12758,9780920199183,2025-06-18,2025-07-01,BR015
TXN002338,M42145,9781805263210,2024-01-03,2024-01-07,BR011
TXN002339,M79045,9780472205394,2025-08-05,2025-08-25,BR013
TXN002340,M23071,9781745447084,2025-02-21,2025-02-22,BR001
TXN002341,M94473,9780171461992,2024-06-17,2024-06-20,BR003
TXN002342,M45082,9781676626237,2024-06-08,2024-07-04,BR011
TXN002343,M11231,9780530261843,2023-10-26,2023-11-22,BR002
TXN002344,M54353,9781870368605,2024-06-11,2024-06-27,BR002
TXN002345,M83774,9781306636056,2023-11-15,2023-11-26,BR014
TXN002346,M72771,9781409891031,2024-12-15,2024-12-24,BR001
TXN002347,M92245,9780030252099,2024-04-22,2024-04-26,BR001
TXN002348,M81387,9780759795310,2024-12-06,2024-12-20,BR009
TXN002350,M65985,9780098602751,2025-08-14,2025-08-22,BR006
TXN002351,M99707,9781544920542,2025-04-12,2025-05-11,BR015
TXN002352,M24733,9781538118085,2024-01-10,2024-01-20,BR002
TXN002353,M56833,9781583445662,2024-02-05,2024-03-06,BR006
TXN002354,M21115,9781217970560,2024-07-17,2024-07-31,BR010
TXN002355,M79531,9781162486079,2023-10-21,2023-10-26,BR003
TXN002356,M97460,9780660235158,2024-10-16,2024-10-28,BR010
TXN002357,M23621,9780530173160,2024-10-11,2024-11-10,BR008
TXN002358,M44786,9781605879055,2024-01-16,2024-02-11,BR012
TXN002359,M10285,9781133954798,2024-04-24,2024-04-29,BR003
TXN002360,M51976,9781531579050,2025-03-25,2025-04-20,BR008
TXN002361,M72709,9780898664690,2024-03-19,2024-04-12,BR002
TXN002362,M46500,9781183359741,2025-01-14,2025-01-20,BR006
TXN002364,M64256,9781301922093,2024-07-03,2024-07-29,BR011
TXN002365,M95715,9780332973234,2024-11-30,2024-12-16,BR007
TXN002366,M80614,9781402825323,2025-06-01,2025-06-09,BR009
TXN002367,M60413,9781992427730,2025-01-10,2025-01-29,BR012
TXN002368,M38748,9780852023204,2024-12-07,2024-12-14,BR004
TXN002369,M12248,9780169332846,2024-05-15,2024-06-14,BR008
TXN002370,M24438,9781719982900,2025-05-20,2025-06-17,BR006
TXN002371,M28264,9781515452607,2025-08-12,2025-08-30,BR003
TXN002372,M65191,9781699913833,2024-01-12,2024-02-05,BR014
TXN002373,M28061,9781433226229,2024-10-08,2024-10-21,BR012
TXN002374,M13453,9781331680666,2025-08-22,2025-09-14,BR007
TXN002375,M23894,9780703850362,2025-05-19,2025-06-08,BR002
TXN002376,M30732,nan,2024-06-14,2024-06-22,BR006
TXN002377,M20101,nan,2024-05-29,2024-06-03,BR014
TXN002378,M33910,9780410740277,2024-04-28,2024-05-21,BR003
TXN002379,M49257,9781582676258,2024-03-12,2024-12-29,BR012
TXN002380,M94521,9781200363850,2025-01-19,2025-01-21,BR005
TXN002381,M94207,nan,2025-05-16,2025-05-22,BR013
TXN002382,M11424,9781614974598,2024-10-03,2024-11-01,BR007
TXN002383,M69545,9780839979845,2025-06-20,2025-07-09,BR014
TXN002384,M75781,9781986099554,2023-10-24,2023-10-30,BR004
TXN002385,M45628,9780266432234,2025-09-25,2025-09-30,BR009
TXN002386,M37769,9781121289819,2025-02-07,2025-02-13,BR001
TXN002387,M83307,9781948534000,2025-03-08,2025-03-23,BR002
TXN002388,M72575,9781622398478,2024-05-20,2024-06-02,BR011
TXN002389,M31603,9781678718886,2024-01-25,2024-02-01,BR006
TXN002390,M45378,9780788705847,2023-12-02,2023-12-27,BR002
TXN002391,M53970,nan,2024-10-29,2024-11-02,BR005
TXN002392,M18561,9780349564791,2024-12-25,2025-01-04,BR001
TXN002393,M34607,9781058679493,2025-05-02,2025-05-10,BR011
TXN002394,M45280,9780830972364,2025-05-23,2025-06-11,BR010
TXN002396,M50449,nan,2024-11-13,2024-11-26,BR006
TXN002397,M75564,9781166201654,2024-06-30,2024-07-12,BR013
TXN002399,M76005,9781512476408,2023-10-19,2023-10-20,BR013
TXN002400,M86962,9781586824051,2023-12-05,2024-01-02,BR008
TXN002402,M92044,9781023386869,2023-10-26,2023-11-02,BR012
TXN002403,M99320,9781701703636,2023-11-16,2023-12-03,BR013
TXN002404,M77672,9781238602051,2025-03-31,2025-04-30,BR010
TXN002405,M54749,9780941349093,2025-04-28,2025-05-10,BR003
TXN002407,M99505,9780569480451,2025-08-12,2025-09-01,BR004
TXN002408,M19830,9780567480958,2024-10-12,2024-10-28,BR010
TXN002409,M22767,9781059802609,2024-02-14,2024-02-24,BR003
TXN002410,M81714,9781203158927,2024-06-12,2024-06-15,BR013
TXN002411,M75393,9780734203199,2025-04-09,2025-04-19,BR006
TXN002412,M31164,9781486759514,2025-02-04,2025-02-07,BR010
TXN002413,M19323,9781482308822,2025-06-18,2025-07-04,BR013
TXN002414,M43557,9781841962337,2024-02-14,2024-02-19,BR008
TXN002416,M47568,9780173066294,2024-03-18,2024-04-09,BR014
TXN002417,M26906,9781181788246,2025-05-05,2025-05-16,BR009
TXN002418,M58979,9781594698903,2025-08-26,2025-09-04,BR007
TXN002421,M23801,9780237900656,2025-06-07,2025-07-05,BR003
TXN002422,M19565,9780847795413,2025-01-14,2025-01-17,BR014
TXN002423,M55735,9781755398185,2024-11-12,2024-12-09,BR011
TXN002424,M70929,9781378159156,2024-10-09,2024-11-08,BR003
TXN002425,M62028,9781589626836,2024-10-17,2024-10-20,BR004
TXN002426,M51587,9781380207616,2024-02-01,2024-02-24,BR010
TXN002428,M30413,9780820706696,2023-11-09,2023-11-20,BR003
TXN002429,M84475,nan,2024-01-08,2024-01-10,BR010
TXN002430,M57381,9780372982685,2024-12-30,2025-01-06,BR008
TXN002431,M13007,9780486497037,2025-03-18,2025-03-27,BR011
TXN002433,M63093,9781570773129,2025-06-18,2025-07-16,BR014
TXN002434,M65013,9780555057056,2024-01-14,2024-01-20,BR011
TXN002435,M17044,9781993844406,2024-05-28,2024-06-22,BR015
TXN002436,M48915,9780141470122,2025-08-28,2025-09-13,BR006
TXN002437,M72324,9780368715686,2024-12-26,2025-01-18,BR013
TXN002438,M67250,9781797802343,2025-05-23,2025-06-19,BR012
TXN002439,M11301,9781684467945,2023-11-01,2023-11-04,BR015
TXN002440,M97551,9781640163294,2024-06-03,2024-06-30,BR003
TXN002441,M51486,nan,2024-03-21,2024-03-26,BR015
TXN002444,M69055,9781854233240,2023-12-19,2024-01-03,BR014
TXN002446,M34596,9780446746212,2024-06-22,2024-07-12,BR009
TXN002447,M59487,9781174916175,2023-10-16,2023-11-07,BR004
TXN002448,M85607,9780218169812,2025-01-27,2025-01-28,BR006
TXN002449,M49576,9780344760945,2025-06-02,2025-06-06,BR009
TXN002450,M75422,9781740292863,2024-05-11,2024-05-23,BR008
TXN002451,M56165,9780026509961,2025-03-13,2025-04-07,BR007
TXN002452,M54017,9780836677195,2025-04-11,2025-04-23,BR003
TXN002453,M33186,9781610256346,2024-02-18,2024-03-02,BR003
TXN002454,M47359,9780223499805,2023-05-12,2023-12-26,BR012
TXN002455,M47125,9781683675907,2023-12-21,2023-12-25,BR015
TXN002457,M12153,9780351746567,2025-07-19,2025-08-12,BR007
TXN002458,M91766,9781018637266,2024-03-21,2024-04-07,BR002
TXN002459,M86183,9781955922777,2024-07-14,2024-07-28,BR011
TXN002460,M37770,9780490038509,2025-09-24,2025-09-28,BR008
TXN002461,M35632,9781134448678,2024-01-24,2024-02-19,BR002
TXN002462,M70810,9780473314545,2024-07-16,2024-08-11,BR014
TXN002463,M61879,nan,2025-04-06,2025-04-23,BR006
TXN002464,M47172,9781749325111,2024-04-21,2024-05-18,BR011
TXN002465,M64357,9781953120403,2024-12-13,2024-12-27,BR001
TXN002466,M14282,nan,2024-05-09,2024-06-05,BR003
TXN002467,M78021,9781661830854,2024-10-14,2024-10-20,BR010
TXN002468,M84997,9780873143912,2024-06-07,2024-06-20,BR004
TXN002470,M85740,9781109685640,2024-01-16,2024-02-09,BR011
TXN002471,M32769,9780680269331,2025-08-19,2025-09-02,BR006
TXN002472,M40273,9781423060024,2024-03-04,2024-03-08,BR013
TXN002473,M92764,9781550522419,2023-12-23,2024-01-13,BR007
TXN002474,M44108,9780667015142,2024-06-03,2024-06-10,BR003
TXN002476,M87763,9781005392222,2023-11-17,2023-12-17,BR010
TXN002477,M20324,9780019011341,2024-11-07,2024-11-12,BR001
TXN002478,M69468,9780913325285,2024-07-16,2024-07-24,BR013
TXN002479,M95527,9780239456458,2024-01-14,2024-02-10,BR005
TXN002480,M42145,9780864497604,2024-02-17,2024-03-13,BR013
TXN002482,M28844,9780498529733,2024-06-30,2024-07-28,BR011
TXN002483,M23555,9781266559143,2024-10-04,2024-10-08,BR015
TXN002484,M28590,9780538096645,2023-12-29,2024-01-01,BR015
TXN002485,M74781,9781336952478,2025-05-04,2025-05-17,BR015
TXN002486,M23195,9781653538966,2024-01-15,2024-01-31,BR001
TXN002487,M92009,9780243679249,2023-12-28,2024-01-26,BR011
TXN002488,M51102,9780276383540,2024-03-17,2024-03-23,BR008
TXN002489,M49158,nan,2025-02-06,2025-02-27,BR003
TXN002490,M89515,9781863906166,2025-03-31,2025-04-12,BR002
TXN002491,M73427,9781979399814,2024-08-12,2024-08-18,BR010
TXN002492,M78386,9780811683715,2023-11-04,2023-11-24,BR015
TXN002493,M13873,9781372607202,2025-09-02,2025-09-07,BR009
TXN002494,M38351,9781780826493,2024-03-14,2024-03-15,BR002
TXN002495,M52931,9780463947623,2024-06-06,2024-06-11,BR002
TXN002496,M45073,9780926456334,2024-12-24,2025-01-05,BR004
TXN002497,M82285,9780994036940,2024-10-17,2024-11-02,BR008
TXN002498,M67155,9780266497196,2024-08-08,2024-08-17,BR007
TXN002499,M32670,9781833539103,2023-12-29,2024-01-07,BR014
TXN002500,M61488,9780259016397,2024-12-26,2025-01-05,BR013
TXN002501,M31712,9780333443767,2025-06-14,2025-07-13,BR012
TXN002502,M68478,9781814098414,2025-03-29,2025-04-09,BR012
TXN002503,M91646,9781793014818,2023-12-28,2024-01-16,BR007
TXN002504,M56257,9781991004208,2024-02-01,2024-02-16,BR011
TXN002505,M31921,9781168019905,2024-04-11,2024-04-25,BR009
TXN002506,M48466,9780348548426,2025-10-11,2025-10-28,BR015
TXN002507,M56170,9781316079171,2025-06-17,2025-06-28,BR002
TXN002508,M66280,9780860157113,2025-05-14,2025-05-21,BR006
TXN002509,M96108,9780219402475,2025-02-14,2025-02-18,BR003
TXN002510,M11262,9780881411287,2024-09-13,2024-09-20,BR001
TXN002511,M70997,9781271936786,2024-07-09,2024-07-27,BR006
TXN002512,M18681,9781639138104,2025-08-15,2025-08-22,BR010
TXN002513,M23489,9781916194236,2025-01-24,2025-02-22,BR012
TXN002514,M97994,9781401315351,2023-11-20,2023-12-12,BR015
TXN002515,M67043,9780616845523,2025-10-12,2025-10-14,BR006
TXN002516,M74740,9781410254719,2025-08-26,2025-08-30,BR005
TXN002517,M69347,9781885669483,2024-12-03,2024-12-11,BR006
TXN002518,M85551,nan,2025-07-09,2025-10-05,BR001
TXN002519,M85465,9780051956754,2025-08-30,2025-09-04,BR015
TXN002520,M62797,nan,2025-08-14,2025-08-16,BR009
TXN002521,M54222,9781584227175,2024-02-05,2024-03-03,BR002
TXN002522,M64405,9780565046071,2023-10-30,2023-11-11,BR005
TXN002523,M62473,9780441306862,2025-07-04,2025-07-24,BR013
TXN002524,M16169,9780871006684,2024-12-25,2025-01-10,BR012
TXN002525,M94029,9780728207622,2024-03-02,2024-03-22,BR002
TXN002526,M23466,nan,2025-03-23,2025-03-28,BR001
TXN002527,M23780,9781223282220,2024-11-23,2024-12-07,BR014
TXN002528,M39667,9780847528356,2025-10-13,2025-11-08,BR004
TXN002529,M58349,9780041084795,2025-05-22,2025-06-21,BR009
TXN002531,M16291,9780289206416,2025-01-23,2025-02-15,BR002
TXN002532,M90314,9781809783028,2025-08-21,2025-08-27,BR007
TXN002533,M28056,9780041945348,2023-12-09,2024-01-06,BR002
TXN002534,M29398,9780814478677,2024-05-11,2024-06-09,BR015
TXN002535,M64171,9780218893069,2024-03-24,2024-04-10,BR011
TXN002536,M41525,9781803789125,2023-12-24,2024-01-02,BR011
TXN002537,M52193,9781369905588,2024-06-06,2024-06-15,BR008
TXN002538,M48828,9781599408422,2024-12-07,2025-01-04,BR006
TXN002539,M41768,9781969045288,2024-12-31,2025-01-23,BR012
TXN002541,M11720,9781701652767,2023-12-21,2023-12-28,BR008
TXN002542,M73916,9781814980252,2024-03-22,2024-04-16,BR004
TXN002543,M79159,9781376992960,2024-05-17,2024-05-27,BR006
TXN002544,M69509,9781725084230,2025-04-09,2025-05-09,BR014
TXN002545,M27047,9780348004175,2025-03-15,2025-03-30,BR006
TXN002546,M91327,9780553691580,2024-06-17,2024-06-20,BR013
TXN002547,M46416,9781906279608,2024-02-09,2024-03-08,BR011
TXN002548,M85660,9781703332957,2025-02-18,2025-02-22,BR003
TXN002549,M24444,9781231582862,2024-03-27,2024-04-05,BR015
TXN002550,M13746,9780296629918,2024-09-01,2024-09-10,BR009
TXN002551,M25509,9781429220415,2024-08-06,2024-08-13,BR002
TXN002552,M29742,9780539266931,2024-09-25,2024-09-27,BR007
TXN002554,M60137,9781850220619,2025-02-15,2025-02-22,BR007
TXN002555,M62781,9780933359376,2024-12-28,2025-01-13,BR005
TXN002557,M42629,9781647185596,2024-05-26,2024-06-24,BR004
TXN002559,M23242,9781814564742,2025-06-17,2025-07-10,BR015
TXN002560,M63026,9780194539111,2025-02-14,2025-03-13,BR002
TXN002561,M45162,9781665052764,2023-12-01,2023-12-13,BR003
TXN002562,M93479,9780815780618,2025-05-18,2025-05-19,BR010
TXN002563,M22352,9780231167871,2023-10-31,2023-11-16,BR015
TXN002564,M50019,9781353223711,2024-11-11,2024-11-22,BR012
TXN002565,M99318,9780268485634,2025-08-10,2025-08-25,BR003
TXN002566,M28590,9780429430008,2025-08-30,2025-09-10,BR011
TXN002567,M12729,9781539892311,2024-03-13,2024-03-19,BR005
TXN002568,M99024,9781598669329,2025-09-22,2025-10-08,BR001
TXN002569,M86435,nan,2025-04-17,2025-04-21,BR014
TXN002570,M15921,9780783765914,2025-07-20,2025-07-30,BR010
TXN002571,M39922,9780820114064,2025-05-23,2025-06-17,BR003
TXN002572,M22308,9781642673517,2025-05-24,2025-06-08,BR013
TXN002573,M74312,9780455337562,2024-05-30,2024-06-15,BR009
TXN002574,M43231,9781648784965,2024-02-07,2024-02-17,BR001
TXN002575,M53743,9781510462502,2025-09-13,2025-10-11,BR013
TXN002576,M88085,9781568512068,2025-04-25,2025-05-19,BR005
TXN002577,M93859,nan,2025-04-14,2025-05-06,BR007
TXN002578,M28564,9781293509791,2025-05-04,2025-05-28,BR001
TXN002580,M59516,9780347780452,2025-09-23,2025-10-15,BR005
TXN002581,M81423,9780518407034,2024-03-30,2024-04-28,BR008
TXN002582,M79062,9780478233728,2025-03-03,2025-04-01,BR015
TXN002583,M53410,9781167670633,2024-08-06,2024-08-15,BR007
TXN002584,M50543,9780863011221,2023-11-02,2023-11-13,BR010
TXN002585,M90264,9781842648339,2025-10-08,2025-11-03,BR013
TXN002586,M55481,9781796082890,2024-08-05,2024-08-27,BR001
TXN002587,M29284,9780605494695,2024-01-19,2024-01-29,BR003
TXN002588,M91762,9781490132495,2024-07-10,2024-07-20,BR003
TXN002589,M18469,9780500115466,2024-01-02,2024-01-09,BR001
TXN002591,M50084,nan,2023-12-02,2023-12-03,BR006
TXN002592,M16540,9780431566856,2023-12-08,2024-01-03,BR006
TXN002593,M75797,9781381483743,2024-09-12,2024-09-15,BR013
TXN002594,M45477,9780309016858,2024-07-18,2024-08-06,BR012
TXN002595,M20579,9780778401902,2024-02-04,2024-02-16,BR001
TXN002596,M42601,9780698837164,2023-12-21,2024-01-03,BR011
TXN002597,M22863,9781686119972,2025-06-09,2025-06-19,BR015
TXN002598,M32715,9781598332612,2024-09-26,2024-10-22,BR011
TXN002599,M85781,9781058353454,2025-01-26,2025-01-31,BR013
TXN002600,M64566,9781657285354,2025-09-08,2025-09-18,BR005
TXN002601,M84273,9780426621775,2024-06-14,2024-06-27,BR008
TXN002602,M67264,9780584668797,2025-07-10,2025-07-21,BR009
TXN002603,M76036,9780028532721,2024-09-28,2024-10-10,BR012
TXN002604,M66055,9781983451508,2024-02-11,2024-03-12,BR007
TXN002605,M83257,nan,2024-01-13,2024-02-07,BR013
TXN002606,M28426,9781613087305,2024-11-08,2024-11-27,BR005
TXN002607,M77135,9780073827773,2024-09-11,2024-09-30,BR010
TXN002608,M48449,9780842527866,2024-03-07,2024-03-20,BR014
TXN002609,M97828,nan,2025-05-06,2025-05-23,BR013
TXN002612,M48086,9780997165968,2024-06-25,2024-06-27,BR012
TXN002613,M25917,9781764099684,2025-06-29,2025-07-22,BR011
TXN002614,M16949,9781400952243,2025-09-03,2025-09-27,BR009
TXN002615,M74920,9781379322191,2023-12-08,2024-01-05,BR015
TXN002616,M30286,9780907054733,2024-08-16,2024-09-15,BR005
TXN002617,M10845,9781791150105,2023-12-03,2023-12-07,BR010
TXN002618,M18800,nan,2025-03-15,2025-04-01,BR010
TXN002619,M22696,9781008026582,2024-12-05,2025-01-01,BR002
TXN002620,M76296,9781759783352,2024-05-12,2024-05-22,BR001
TXN002621,M63026,9781719214964,2024-09-23,2024-10-20,BR003
TXN002622,M81659,9781638664321,2023-10-30,2023-11-27,BR010
TXN002623,M96266,9780726652820,2024-05-27,2024-05-28,BR007
TXN002624,M34223,9781927240007,2025-02-28,2025-03-06,BR012
TXN002625,M77045,9780860146056,2023-12-15,2023-12-31,BR009
TXN002626,M48015,9781432716301,2025-07-17,2025-08-02,BR002
TXN002627,M58147,9780563693017,2025-08-07,2025-09-02,BR007
TXN002628,M24068,9780908993185,2024-09-02,2024-09-03,BR014
TXN002629,M47148,9780480283544,2023-11-30,2023-12-19,BR010
TXN002630,M49683,nan,2024-11-14,2024-12-04,BR011
TXN002631,M68258,nan,2025-09-02,2025-09-07,BR015
TXN002632,M71329,9780930437664,2023-12-17,2023-12-23,BR008
TXN002633,M56890,9781280812262,2024-10-28,2024-11-09,BR014
TXN002634,M78820,9781747053115,2023-11-09,2023-11-14,BR002
TXN002635,M56119,9780309673976,2025-01-08,2025-01-31,BR010
TXN002637,M61633,9781016767187,2024-10-10,2024-10-23,BR014
TXN002638,M71833,9780883636886,2025-08-06,2025-09-05,BR003
TXN002639,M76450,9780162762923,2024-02-25,2024-03-19,BR009
TXN002640,M52477,9781788093767,2023-12-15,2024-01-04,BR010
TXN002641,M62923,9781228989070,2024-05-14,2024-05-20,BR001
TXN002642,M40369,9781981255979,2024-09-29,2024-10-21,BR002
TXN002643,M72444,9781597640831,2025-08-10,2025-09-05,BR004
TXN002644,M41013,9780501417163,2024-06-10,2024-07-09,BR015
TXN002645,M60342,9780295651880,2024-08-31,2024-09-02,BR007
TXN002646,M90203,9781860050091,2024-02-25,2024-02-28,BR001
TXN002647,M67872,9780878757039,2025-01-25,2025-01-26,BR010
TXN002648,M32815,9780011250182,2024-07-26,2024-07-31,BR012
TXN002649,M93544,9781429069526,2025-10-10,2025-10-26,BR004
TXN002650,M67345,9780369318060,2024-02-13,2024-02-19,BR004
TXN002651,M66893,9780730242666,2024-01-23,2024-01-26,BR013
TXN002655,M34288,9781345146684,2025-09-25,2025-10-12,BR015
TXN002656,M75034,9781834834832,2025-02-08,2025-02-24,BR004
TXN002657,M75647,9781267366481,2024-05-29,2024-06-26,BR010
TXN002658,M28071,9780775870893,2024-05-13,2024-05-26,BR008
TXN002659,M19288,9781983443695,2025-03-01,2025-03-11,BR003
TXN002661,M80849,9781200734292,2025-04-20,2025-04-30,BR004
TXN002663,M30691,9780801625855,2024-01-02,2024-01-10,BR002
TXN002664,M77863,9780045028146,2024-03-15,2024-04-04,BR009
TXN002665,M17424,9780279433792,2025-07-02,2025-07-18,BR015
TXN002666,M44478,9780111235904,2024-05-01,2024-05-10,BR001
TXN002668,M36769,9780085738388,2025-03-19,2025-04-13,BR012
TXN002669,M96944,9781451460919,2024-12-14,2024-12-17,BR001
TXN002670,M83905,9780174555377,2025-03-07,2025-04-02,BR012
TXN002671,M14634,9780728167339,2024-09-01,2024-09-21,BR002
TXN002672,M90272,9780215756268,2024-04-19,2024-04-24,BR015
TXN002674,M76532,9780693196303,2025-05-13,2025-05-23,BR006
TXN002676,M35712,9780670450596,2025-06-05,2025-06-27,BR014
TXN002677,M12371,9780673123435,2025-06-10,2025-06-23,BR001
TXN002678,M26415,9781851420254,2024-12-31,2025-01-04,BR007
TXN002679,M67403,9781450282314,2024-04-11,2024-04-23,BR010
TXN002680,M56109,9781557672995,2023-11-29,2023-12-07,BR007
TXN002681,M40413,9781904431831,2025-01-28,2025-02-21,BR001
TXN002684,M67482,9780732816292,2023-12-13,2024-01-02,BR001
TXN002685,M95879,9781392219836,2024-07-30,2024-08-12,BR005
TXN002687,M42794,9781074599157,2025-07-06,2025-07-30,BR004
TXN002688,M56787,9781450020268,2025-08-04,2025-05-01,BR014
TXN002689,M49677,9781890345020,2024-12-21,2025-01-18,BR013
TXN002690,M95674,9781603040938,2024-04-30,2024-05-23,BR015
TXN002691,M80964,9781418236885,2023-12-23,2024-01-06,BR001
TXN002692,M91509,9780827210516,2024-09-04,2024-04-14,BR002
TXN002693,M78287,9781018422015,2024-04-02,2024-04-06,BR012
TXN002694,M58809,9781320831680,2024-01-10,2024-01-18,BR013
TXN002695,M67708,9780603891731,2025-04-05,2025-04-06,BR008
TXN002696,M75392,9781894767200,2023-11-14,2023-11-27,BR005
TXN002698,M89920,9781089512370,2023-10-18,2023-10-31,BR001
TXN002699,M68198,nan,2024-07-11,2024-08-02,BR004
TXN002700,M66503,9780944545690,2024-09-23,2024-10-11,BR011
TXN002701,M55587,9781561927678,2023-12-10,2024-01-08,BR015
TXN002702,M54068,9781188626398,2024-06-29,2024-07-24,BR015
TXN002703,M87458,9780667830554,2024-10-09,2024-11-05,BR001
TXN002704,M91465,9780388740224,2024-03-20,2024-04-19,BR007
TXN002705,M17486,9781144662767,2024-03-11,2024-04-04,BR009
TXN002706,M98862,9780411761424,2025-01-13,2025-02-01,BR009
TXN002707,M84488,9781248319680,2025-04-04,2025-04-17,BR005
TXN002708,M71254,9781470465681,2025-09-27,2025-10-27,BR015
TXN002709,M11990,9781036883003,2024-05-04,2024-05-07,BR011
TXN002710,M42759,9781936315925,2025-04-11,2025-04-24,BR005
TXN002711,M15060,9780270659344,2023-11-30,2023-12-09,BR006
TXN002713,M50225,9781718301818,2024-09-04,2024-10-02,BR006
TXN002714,M33433,9780757898495,2024-09-26,2024-10-11,BR001
TXN002715,M14850,9781990522178,2024-01-12,2024-01-30,BR008
TXN002716,M38553,9781565818989,2025-02-09,2025-02-18,BR010
TXN002717,M89996,9781173563165,2024-03-08,2024-03-17,BR002
TXN002718,M46194,9780975572610,2024-08-14,2024-09-04,BR008
