ISBN,Title,Author,Genre,Publication Year,Copies Available,Acquisition Date,Status,ISBN_valid
9781367630727,Universal needs-based knowledge user,Joan Peacock,Non-Fiction,1958,3,2019-05-04,Reserved,True
9780182913138,Fully-configurable next generation implementation,Mr Francis Pearce,Fiction,2004,3,2023-12-12,Damaged,True
9781622225446,Multi-tiered solution-oriented encryption,Reece Carr,Reference,1953,1,2017-09-27,Missing,True
9781691976966,Exclusive dedicated ability,Dawn Scott,Reference,1955,5,2018-12-04,Available,True
9781967948475,Customer-focused uniform initiative,Christian Morris,Non-Fiction,1988,0,2021-07-04,Damaged,True
9781648309885,Right-sized web-enabled application,Simon Rose,Children,1958,1,2016-04-21,Damaged,True
9781033562642,Synergistic secondary application,Edward Campbell,Children,2010,1,2021-06-23,Available,True
9780495722816,Multi-tiered 5thgeneration support,Dr Gemma Duncan,Young Adult,1956,10,2019-08-17,Damaged,True
9781977819765,Persevering upward-trending software,Mr Benjamin Rogers,Children,2019,5,2016-09-16,Damaged,True
9781956050202,Object-based global architecture,Dr Diane Nelson,Reference,2005,8,2017-07-31,Missing,True
9780536263964,Fully-configurable next generation Graphic Interface,Robin Foster-Evans,Young Adult,1974,10,2017-11-24,Available,True
9781665481908,Customer-focused zero tolerance project,Marilyn Parker,Non-Fiction,1982,0,2025-04-25,Damaged,True
9780176439965,Automated hybrid Local Area Network,Ms Holly Hall,Reference,1953,4,2022-09-27,Reserved,True
9781129725883,Phased bi-directional encryption,Gail Roberts,Reference,1960,3,2025-08-02,Missing,True
9781428900561,Persistent exuding architecture,Mr Brandon Moore,Reference,1965,9,2022-06-04,Available,True
9781044839177,Ergonomic user-facing utilization,Claire Moore,Fiction,1962,4,2023-01-05,Reserved,True
9781970415742,De-engineered regional orchestration,Clare Kennedy-Evans,Young Adult,2013,6,2022-12-11,Damaged,True
9781829273073,Fully-configurable user-facing process improvement,Mr Francis Cross,Young Adult,2003,1,2025-08-24,Missing,True
9781856758499,Right-sized 24hour productivity,Carolyn Davies,Children,1966,4,2020-07-23,Missing,True
9781579270858,Multi-layered content-based support,Janice North,Young Adult,1953,1,2024-04-07,Damaged,True
9781344846615,Sharable bi-directional intranet,Dr Samuel Miles,Fiction,2022,2,2018-02-24,Available,True
9781829813200,De-engineered transitional methodology,Eleanor Jones,Young Adult,2004,4,2017-06-09,Reserved,True
9780554831527,Universal client-driven open system,Karen Carr,Fiction,2011,7,2016-11-19,Available,True
9781851450855,Fundamental regional projection,Diane Murray,Non-Fiction,1969,10,2018-09-06,Checked Out,True
9781800156319,Future-proofed didactic Local Area Network,John Davies,Reference,1950,4,2018-11-09,Reserved,True
9780446358521,Cross-group zero tolerance array,Helen Hughes,Non-Fiction,1989,7,2024-08-23,Missing,True
9780770577292,Phased holistic core,Gillian Roberts,Non-Fiction,2006,7,2019-02-05,Checked Out,True
9781329460126,Upgradable multimedia monitoring,Callum Cook-Watson,Children,1974,2,2021-09-08,Available,True
9780894726972,Business-focused methodical structure,Fiona Johnson,Reference,1995,10,2021-03-30,Missing,True
9780381697501,Organized next generation emulation,Douglas Hill-Davis,Non-Fiction,2018,4,2019-03-27,Missing,True
9780354665223,Programmable non-volatile knowledgebase,Ms Catherine Blackburn,Reference,2021,7,2022-06-05,Checked Out,True
9781010256984,Down-sized regional parallelism,Gerald Marshall-Morris,Children,2014,7,2021-07-01,Checked Out,True
9780468989635,De-engineered maximized Local Area Network,Miss Julie Taylor,Young Adult,1971,9,2019-06-21,Missing,True
9780484036283,Right-sized regional Graphic Interface,Miss Denise Shah,Non-Fiction,1977,10,2020-08-10,Reserved,True
9781092689816,Digitized stable array,Kayleigh Saunders,Young Adult,1952,2,2024-06-08,Reserved,True
9780392957861,Triple-buffered grid-enabled adapter,Dr Mohamed Willis,Fiction,1981,9,2018-12-23,Missing,True
9780080000381,Customizable 4thgeneration throughput,Barry Cooke,Young Adult,2004,3,2017-07-10,Missing,True
9780910312806,Organized static product,Hilary Goddard,Reference,1989,6,2021-11-20,Reserved,True
9781746226961,Horizontal 5thgeneration methodology,Ms Teresa Black,Reference,1986,4,2022-01-29,Checked Out,True
9780455547060,Automated responsive methodology,Richard Owen,Young Adult,1981,9,2015-10-30,Missing,True
9780989979016,Configurable mobile structure,Ms Hannah Lyons,Non-Fiction,1990,6,2025-05-09,Reserved,True
9780145033156,Devolved demand-driven hierarchy,Bethan Edwards,Non-Fiction,1980,9,2017-09-30,Available,True
9780081274996,Front-line radical artificial intelligence,Mr Paul Rahman,Reference,2020,6,2023-07-06,Damaged,True
9780284017239,Fundamental tertiary firmware,Dr June Yates,Young Adult,1971,2,2022-10-11,Damaged,True
9780689082689,Configurable foreground firmware,Elaine Freeman,Non-Fiction,1992,3,2021-08-10,Checked Out,True
9780491981705,Streamlined 3rdgeneration budgetary management,Mrs Carly Atkinson,Children,1950,6,2020-04-05,Checked Out,True
9781434782175,Synergistic upward-trending data-warehouse,Lawrence Clark,Fiction,1963,6,2019-06-02,Damaged,True
9781642024463,Innovative well-modulated collaboration,Ronald Jackson,Non-Fiction,1981,4,2019-06-25,Available,True
9780924209048,Distributed stable productivity,Miss Megan Noble,Fiction,1983,2,2021-10-12,Available,True
9780780772243,Function-based bi-directional focus group,Dr Jamie Kay,Children,2000,3,2025-09-02,Reserved,True
9781930506992,Reactive mobile hub,Charles Hayes,Children,1972,6,2019-04-09,Checked Out,True
9781925987645,Ameliorated well-modulated analyzer,Dr Mitchell Field,Young Adult,1971,8,2020-02-23,Missing,True
9780644237017,Visionary secondary frame,Judith Taylor,Young Adult,1973,3,2019-06-10,Checked Out,True
9781177578615,Streamlined coherent encoding,Dr Danny Richardson,Children,2008,0,2025-04-28,Reserved,True
9781626909113,Seamless intermediate encoding,Mr Connor Cooper,Children,1984,5,2023-06-28,Reserved,True
9780786307012,Self-enabling responsive database,Mr Tom Mitchell,Fiction,1989,3,2023-06-14,Reserved,True
9780332316499,Mandatory national initiative,Jemma Hamilton-Watson,Children,1968,1,2020-09-19,Available,True
9780307146014,Automated regional pricing structure,Dr Jennifer Phillips,Fiction,2009,5,2016-05-31,Reserved,True
9780397303106,Multi-layered bandwidth-monitored toolset,Alex Reed,Reference,1983,4,2016-08-15,Missing,True
9781910764329,Open-architected demand-driven benchmark,Lucy Smith-Sutton,Children,2011,10,2017-03-18,Reserved,True
9781429515382,Innovative bandwidth-monitored analyzer,Mr Dean Holland,Non-Fiction,1960,10,2020-08-05,Missing,True
9781066543113,Face-to-face scalable strategy,Mr Graeme Craig,Reference,1988,2,2018-03-04,Reserved,True
9781019422854,De-engineered context-sensitive alliance,Caroline Barnes-Bailey,Young Adult,1980,8,2015-11-04,Available,True
9780050478271,Pre-emptive dedicated function,Kyle Hall-Watson,Children,1959,2,2017-10-16,Missing,True
9781526749987,Programmable dynamic Graphical User Interface,Jordan Johnson-Harvey,Fiction,1965,6,2020-03-16,Reserved,True
9781660625932,Vision-oriented logistical matrix,Dawn Newton,Young Adult,1972,4,2023-12-08,Damaged,True
9780539660869,Balanced zero tolerance function,Joel Allen,Children,1972,9,2015-11-01,Missing,True
9781149687369,Quality-focused user-facing standardization,Sean Saunders,Reference,2006,2,2016-08-26,Reserved,True
9780493167558,Total 4thgeneration project,Lydia Stewart,Young Adult,1976,5,2025-01-21,Checked Out,True
9780956379733,User-friendly web-enabled initiative,Dr Arthur Pearce,Reference,2017,7,2020-12-23,Reserved,True
9780962231421,Customer-focused bandwidth-monitored protocol,Mr Roger Smith,Reference,1965,5,2018-06-28,Checked Out,True
9781444072112,User-centric bottom-line conglomeration,Dr Andrea Bell,Fiction,1957,7,2023-10-18,Reserved,True
9781113935304,Compatible optimal data-warehouse,Dr Raymond Stevens,Fiction,1983,5,2019-02-13,Available,True
9781778977619,Down-sized leadingedge time-frame,Miss Victoria Cross,Reference,1978,4,2018-05-08,Damaged,True
9781100969008,Future-proofed attitude-oriented migration,Vanessa Smith,Reference,1972,10,2019-11-08,Checked Out,True
9780666102010,Cross-group tangible knowledge user,Shannon Clark-Pearson,Fiction,1993,7,2020-10-31,Missing,True
9781773101101,Open-architected actuating ability,Sarah Morris,Non-Fiction,1983,5,2021-02-04,Checked Out,True
9780706124552,Multi-channeled bifurcated paradigm,Mrs Natalie Robinson,Fiction,1953,8,2024-12-27,Available,True
9780266509806,Decentralized mission-critical productivity,Mr Terry Conway,Non-Fiction,1982,6,2019-12-17,Reserved,True
9780457884712,Fundamental responsive database,Mrs Angela Brown,Non-Fiction,2011,8,2018-07-27,Damaged,True
9780582843653,Optional motivating success,Dr Rosie Jones,Non-Fiction,1989,3,2022-01-26,Available,True
9780027891171,Up-sized fault-tolerant groupware,Dr Alexander Johnson,Fiction,1984,10,2019-02-08,Damaged,True
9780540483457,Sharable uniform Local Area Network,Ms Kerry Rogers,Fiction,2004,6,2018-01-07,Missing,True
9780460778183,Upgradable executive database,Leigh Wilson,Young Adult,1964,0,2024-04-25,Damaged,True
9781765054767,Proactive empowering website,Gail Holt-Reeves,Reference,2002,3,2024-12-02,Damaged,True
9781823627841,Upgradable client-server productivity,Jenna Adams,Children,1963,2,2016-03-07,Available,True
9781175732286,Ergonomic intermediate budgetary management,Amber Griffiths,Reference,2012,9,2017-08-09,Available,True
9780873403627,Polarized responsive groupware,Ms Leah Ward,Young Adult,1993,0,2017-01-24,Damaged,True
9780932674524,Team-oriented actuating model,Kirsty Davies,Fiction,1984,7,2016-01-14,Available,True
9780731160129,Horizontal uniform access,Mr Allan Holloway,Children,2024,0,2019-12-25,Available,True
9781815758492,Realigned methodical help-desk,Edward Pearson-Barker,Fiction,1971,5,2017-05-18,Available,True
9780931993893,Open-architected directional hierarchy,Ms Megan Green,Non-Fiction,1974,1,2018-03-12,Damaged,True
9781268503854,Self-enabling zero administration access,Wendy Gough-Davis,Fiction,1950,4,2019-08-06,Available,True
9780016329005,Business-focused fault-tolerant software,Mr Lee Flynn,Non-Fiction,2011,2,2022-04-30,Missing,True
9781073312566,Total user-facing infrastructure,Holly Young,Reference,2019,6,2016-03-19,Missing,True
9780402499886,Re-contextualized dynamic projection,Amelia Harvey-Chadwick,Non-Fiction,1967,1,2024-01-21,Checked Out,True
9780522312843,Cross-group high-level productivity,Mr Bernard Jones,Fiction,2020,6,2019-07-18,Available,True
9780532425472,Multi-channeled object-oriented Graphic Interface,Gordon Lord,Children,2020,4,2024-01-05,Checked Out,True
9781187528822,Programmable bottom-line intranet,Amanda Walker,Children,1954,7,2017-02-08,Missing,True
9781224316726,Business-focused neutral emulation,Martyn Lewis-Weston,Young Adult,1998,9,2022-09-05,Missing,True
9780086226594,Configurable radical forecast,Lynne Lawrence,Young Adult,2014,4,2022-01-12,Checked Out,True
9780505562975,Mandatory holistic parallelism,Caroline Duffy,Fiction,1957,10,2016-12-09,Available,True
9780198515531,Realigned multimedia forecast,Dr Mitchell Waters,Children,1960,4,2019-04-11,Reserved,True
9781736592762,Optional asymmetric capability,Oliver Warner-Jones,Non-Fiction,1982,6,2023-05-20,Available,True
9781865048703,Realigned local complexity,Stanley Hussain,Young Adult,1978,7,2025-09-06,Checked Out,True
9781764540568,Balanced composite approach,Albert Bell-Norris,Non-Fiction,2018,6,2017-11-05,Available,True
9781580905381,Advanced grid-enabled service-desk,Wendy Burton,Children,2024,5,2016-01-25,Checked Out,True
9780403070305,Reactive motivating website,Leslie Graham,Reference,1991,9,2023-03-31,Missing,True
9780489837632,Profit-focused optimizing groupware,Gavin Parker,Children,2008,5,2021-11-25,Damaged,True
9780654774601,Configurable static artificial intelligence,Andrew Moore,Young Adult,1977,7,2024-07-17,Missing,True
9780635875143,Object-based 3rdgeneration application,Sally Howell,Reference,1971,9,2015-11-28,Checked Out,True
9781034499190,Multi-lateral upward-trending website,Scott Harper-Walker,Fiction,1993,5,2020-05-23,Damaged,True
9780354492539,Up-sized actuating functionalities,Mr Neil Rose,Young Adult,2023,7,2016-11-21,Missing,True
9781400893874,Monitored fresh-thinking process improvement,Dr Mathew Watts,Reference,1976,6,2019-09-17,Damaged,True
9781430673873,Intuitive 6thgeneration collaboration,Abdul Williams,Young Adult,1952,7,2024-02-10,Reserved,True
9780184817748,Managed foreground moderator,Heather Pratt-Pearson,Fiction,1955,5,2016-12-21,Missing,True
9781173474225,Compatible optimal portal,Dawn Chapman,Non-Fiction,1984,10,2019-05-16,Missing,True
9781071020234,Horizontal real-time conglomeration,Mrs Irene Morgan,Fiction,1990,0,2019-10-24,Reserved,True
9780386289817,Realigned reciprocal success,Josh Mitchell,Non-Fiction,2022,0,2017-05-18,Checked Out,True
9780078269318,Synergistic didactic concept,Dr Lee Walker,Children,2005,0,2023-09-21,Checked Out,True
9780225916331,Total empowering Graphical User Interface,Leanne Akhtar,Reference,1995,8,2016-11-19,Damaged,True
9781891198311,Balanced discrete application,Glenn Evans-Porter,Reference,1999,6,2015-12-27,Available,True
9781184404389,Triple-buffered 24hour methodology,Miss Abigail Hunt,Reference,2003,3,2023-07-26,Reserved,True
9781586445263,Horizontal hybrid hierarchy,Jenna O'Brien,Children,2009,6,2022-11-05,Available,True
9780419162889,Innovative even-keeled monitoring,Joanna Taylor,Young Adult,1991,1,2020-09-02,Checked Out,True
9780148081024,Open-architected clear-thinking emulation,Geoffrey Martin,Fiction,1957,1,2021-12-20,Missing,True
9780930020798,Advanced human-resource frame,Stuart Baker,Children,1966,6,2023-02-16,Checked Out,True
9780817441173,Balanced zero administration Local Area Network,Alice Ball,Non-Fiction,1998,4,2025-09-21,Reserved,True
9781662981999,Persistent multimedia model,Debra Bond,Fiction,2017,0,2023-06-23,Checked Out,True
9781176503601,Down-sized radical artificial intelligence,Raymond Brown,Children,1994,9,2022-07-12,Reserved,True
9781198109843,Fundamental incremental functionalities,Mr Derek Parkinson,Fiction,2014,5,2021-01-25,Missing,True
9781523430406,Networked directional capacity,Ms Kim Middleton,Non-Fiction,1991,6,2021-09-16,Reserved,True
9780352415448,Persevering regional structure,Gerard Shepherd-Reynolds,Non-Fiction,1993,2,2022-10-06,Reserved,True
9780120838929,Cross-platform asymmetric installation,Wendy Hughes,Non-Fiction,2010,7,2024-08-01,Missing,True
9781418384296,Synergized systematic data-warehouse,Rhys Gough,Children,1954,7,2025-09-07,Damaged,True
9781197301415,Cross-platform bandwidth-monitored analyzer,Dr Albert Sutton,Children,1991,7,2020-10-22,Checked Out,True
9781679858642,Synergized real-time approach,Dylan Black,Young Adult,1982,8,2021-02-26,Reserved,True
9781211633409,Decentralized intermediate initiative,Gillian Young,Non-Fiction,1992,1,2018-01-30,Checked Out,True
9780736179843,Fundamental scalable monitoring,Josh Murray,Non-Fiction,1992,8,2023-11-26,Reserved,True
9781448531240,Virtual asymmetric methodology,Dr Dylan Mitchell,Young Adult,2008,9,2016-11-08,Available,True
9781897046401,Business-focused bifurcated throughput,Ashley Hutchinson-Wright,Fiction,2012,5,2017-10-12,Checked Out,True
9780947262167,Front-line asymmetric Graphical User Interface,Dale O'Donnell,Non-Fiction,2011,9,2016-08-27,Checked Out,True
9781355136491,Front-line responsive adapter,Lorraine Roberts,Reference,1985,9,2022-08-08,Damaged,True
9780967243474,Automated attitude-oriented function,Graham Power,Children,1970,3,2016-10-10,Missing,True
9780697428905,Networked hybrid open system,Abigail Ali,Young Adult,2013,4,2024-02-08,Missing,True
9781304497963,Streamlined regional methodology,Brandon Little,Reference,1956,2,2016-09-21,Available,True
9781606700129,Synergistic neutral adapter,Rachel Burns,Non-Fiction,2016,5,2016-06-22,Reserved,True
9780098253342,Face-to-face impactful Graphical User Interface,Dr Francis Brown,Fiction,2006,0,2021-05-28,Available,True
9780365956792,Re-engineered mission-critical architecture,Carolyn Davies-Fleming,Reference,1983,1,2022-08-22,Reserved,True
9781749452886,Visionary scalable complexity,Mrs Teresa Marsh,Reference,1960,2,2025-02-16,Reserved,True
9781780922737,Multi-lateral grid-enabled monitoring,Gregory Jones,Non-Fiction,2003,9,2017-03-31,Reserved,True
9780569374682,Switchable homogeneous encryption,Owen Kerr,Young Adult,1990,3,2022-02-12,Missing,True
9781372858390,Front-line static archive,Natasha Mann,Children,1958,3,2018-03-28,Missing,True
9780737715064,Compatible dynamic project,Peter Hobbs,Young Adult,1998,3,2025-01-03,Reserved,True
9780028807331,Quality-focused discrete strategy,Jean Parker,Non-Fiction,1986,6,2020-09-17,Available,True
9780612365285,Secured dedicated task-force,Lewis Wilson,Children,1966,6,2023-08-09,Checked Out,True
9781574458251,Streamlined secondary knowledgebase,Chloe Wilson-James,Fiction,1984,0,2017-08-09,Missing,True
9780934530392,Sharable holistic benchmark,Bradley Dickinson,Children,1968,0,2021-02-26,Damaged,True
9780395038543,Extended dedicated interface,Miss Jayne Page,Non-Fiction,1976,4,2023-01-13,Damaged,True
9780096672169,Down-sized foreground service-desk,Miss Rosemary Powell,Fiction,1958,8,2018-05-11,Missing,True
9781585080861,Cloned 5thgeneration functionalities,Donald Hayes,Young Adult,2017,7,2022-04-29,Checked Out,True
9780846159650,Innovative discrete orchestration,Claire Ingram,Young Adult,1968,8,2015-10-22,Checked Out,True
9781886738225,Networked full-range help-desk,Lawrence Wright,Young Adult,1994,9,2023-10-15,Checked Out,True
9780129931522,Fully-configurable web-enabled access,Mark Holt,Non-Fiction,2014,0,2016-08-15,Reserved,True
9781234319465,Mandatory value-added knowledgebase,Dorothy Richards-Edwards,Fiction,1958,7,2016-06-17,Available,True
9781624314353,Optional 24/7 encoding,Lisa Rees-Robertson,Young Adult,1956,3,2017-08-07,Checked Out,True
9781128094935,Advanced global service-desk,Dr Kenneth White,Non-Fiction,1957,8,2016-05-24,Reserved,True
9781674804118,Innovative foreground knowledgebase,Ms Natalie Wright,Children,1986,1,2022-07-07,Missing,True
9781460678084,Ergonomic background contingency,Marion Murray-Waters,Children,1981,6,2017-10-05,Damaged,True
9781229955210,Intuitive local concept,Connor Gibson-Bevan,Fiction,1973,10,2021-08-04,Available,True
9781559684132,Reactive non-volatile structure,Marian Kaur,Reference,1975,1,2020-06-09,Checked Out,True
9780856920288,Sharable well-modulated core,Ms Tina Price,Young Adult,2020,8,2023-12-10,Available,True
9781667315843,Decentralized maximized attitude,Dr Dale Flynn,Non-Fiction,1958,0,2019-08-06,Missing,True
9780990765158,Digitized 4thgeneration time-frame,Maria Higgins,Non-Fiction,2003,7,2020-11-10,Damaged,True
9781067844967,Fundamental attitude-oriented capability,Mr Justin Knowles,Young Adult,2008,7,2023-07-08,Damaged,True
9781006982194,Distributed real-time approach,Jean Stephens,Non-Fiction,2003,5,2020-03-07,Damaged,True
9781864499810,Monitored optimizing service-desk,Mrs Frances Baker,Young Adult,1989,5,2020-08-08,Reserved,True
9781021970206,Operative directional flexibility,Timothy Thompson,Children,1992,9,2018-11-03,Available,True
9780415213868,Polarized scalable function,Sian Williams,Non-Fiction,1982,8,2016-12-03,Available,True
9781907138454,Object-based multi-state focus group,Dr Tracey Sykes,Reference,1992,4,2024-06-02,Checked Out,True
9781388933043,Horizontal non-volatile synergy,Joshua Fuller,Children,1964,1,2021-01-03,Available,True
9780238673979,Right-sized human-resource algorithm,Marian Fletcher,Non-Fiction,1998,9,2015-10-15,Checked Out,True
9780499033260,Exclusive bi-directional conglomeration,Dr Brandon Watkins,Reference,1990,5,2023-07-29,Checked Out,True
9781698367132,Re-engineered 3rdgeneration neural-net,Jeremy Davis,Non-Fiction,1956,8,2016-05-05,Missing,True
9781240128273,Ergonomic background hub,Sharon Nicholson-Clarke,Non-Fiction,1974,3,2020-12-08,Checked Out,True
9780657024451,Distributed analyzing paradigm,Benjamin Harris,Fiction,1976,5,2016-12-14,Available,True
9781805009856,Cross-group intermediate middleware,Mrs Katherine Khan,Children,2016,5,2024-05-31,Reserved,True
9781410737205,Progressive multimedia capacity,Eleanor Williams,Fiction,2009,0,2019-09-05,Checked Out,True
9781480634466,Profound 6thgeneration complexity,Donna Payne,Young Adult,1982,0,2016-01-05,Damaged,True
9781260188035,Progressive bifurcated frame,Mrs Sylvia Walker,Non-Fiction,2004,0,2015-11-30,Damaged,True
9781814944117,Decentralized hybrid system engine,Wayne Armstrong-Ali,Young Adult,1986,1,2022-01-14,Reserved,True
9781096496540,Multi-layered regional application,Claire Horton,Fiction,1988,4,2024-06-23,Missing,True
9781350153486,Horizontal client-driven paradigm,Mr Carl Moore,Young Adult,2005,2,2020-09-29,Available,True
9780909071707,De-engineered radical algorithm,Molly Thomas,Young Adult,1986,8,2022-07-28,Checked Out,True
9780278091191,Customer-focused exuding migration,Neil Hall,Children,1967,7,2024-02-17,Missing,True
9781671949553,Open-source neutral contingency,Susan Ali,Young Adult,1981,0,2016-04-21,Checked Out,True
9780387535968,Multi-tiered coherent customer loyalty,Charles Robinson,Reference,1986,0,2019-08-28,Damaged,True
9780837792958,Phased executive alliance,Dr Francis Jackson,Reference,1991,7,2024-12-08,Checked Out,True
9780288552989,Ameliorated 6thgeneration capacity,Dr Dominic Collins,Children,1971,10,2016-07-16,Available,True
9781804849514,Customizable 24hour hierarchy,Dr June Robson,Non-Fiction,1979,5,2023-10-15,Missing,True
9781185678864,Up-sized didactic conglomeration,Alexander Cooper-Dobson,Reference,1976,7,2017-02-22,Damaged,True
9781244438071,Organic executive firmware,Patricia Harris,Fiction,1970,5,2019-02-10,Missing,True
9781794764415,Monitored actuating standardization,Dr Dylan Davies,Non-Fiction,2018,4,2025-01-30,Missing,True
9780266252870,Universal background interface,Leigh Harris,Reference,1960,9,2024-10-26,Missing,True
9781987963571,Programmable executive info-mediaries,Jane Reed,Children,1995,1,2017-10-08,Damaged,True
9781130299908,Front-line 4thgeneration database,Damien Atkinson-Jones,Children,2024,1,2016-01-17,Missing,True
9781250575210,Fundamental non-volatile matrices,Mary Hudson-Collins,Children,1990,6,2020-01-04,Reserved,True
9781676376071,Networked zero administration throughput,Alexandra Campbell,Children,2005,4,2018-09-17,Reserved,True
9780225885231,Realigned even-keeled capability,Miss Kim Shah,Non-Fiction,1980,9,2021-07-16,Available,True
9781401807689,Customizable discrete adapter,Joshua Hunt-Sutton,Fiction,1983,1,2015-10-29,Reserved,True
9781149492369,Decentralized bottom-line website,Phillip Nicholls,Non-Fiction,1988,2,2023-08-20,Missing,True
9781313341172,Balanced client-server Local Area Network,Kim Atkinson,Young Adult,2013,8,2018-04-13,Reserved,True
9781328687173,Streamlined modular functionalities,Mr Colin Law,Children,1982,7,2018-06-18,Available,True
9780206155988,Reduced value-added contingency,Stuart Price,Fiction,2014,9,2023-09-06,Damaged,True
9780235655152,Vision-oriented bottom-line open system,Mandy Graham,Young Adult,1994,0,2023-08-04,Available,True
9780067585887,Virtual discrete focus group,Ms Maureen Marshall,Children,1998,7,2016-04-18,Available,True
9780116880284,Customizable context-sensitive groupware,Edward Phillips,Reference,1979,6,2019-05-20,Damaged,True
9780442620479,Cross-group uniform task-force,Sara Armstrong-Rhodes,Non-Fiction,1993,0,2016-03-24,Checked Out,True
9781953433060,Object-based interactive initiative,Valerie Cook,Reference,1953,0,2024-06-21,Reserved,True
9781923822054,Advanced contextually-based help-desk,Mr Keith Robinson,Fiction,2009,7,2023-06-28,Available,True
9781830537898,Integrated 3rdgeneration parallelism,Phillip Oliver,Young Adult,1980,4,2016-12-15,Damaged,True
9781864665932,Multi-lateral cohesive encryption,Justin Jones,Fiction,1981,1,2016-10-12,Damaged,True
9780227011928,Stand-alone scalable definition,Dr Ross Smith,Fiction,1978,10,2022-05-09,Reserved,True
9780250192274,Switchable bandwidth-monitored orchestration,Dr Josephine Wood,Fiction,2012,9,2015-12-01,Missing,True
9780537180987,Digitized 3rdgeneration functionalities,Mr Hugh O'Connor,Non-Fiction,1961,6,2020-05-10,Reserved,True
9781312847941,Fully-configurable directional artificial intelligence,Ms Hannah Gibbons,Children,2011,5,2018-05-10,Checked Out,True
9781507421789,Proactive multi-state success,Lauren Parker,Young Adult,1994,4,2024-11-17,Checked Out,True
9780575836495,Synergized client-driven open architecture,Josh Hunt-Little,Reference,1975,2,2024-07-20,Missing,True
9780630072189,Down-sized well-modulated infrastructure,Kyle Smith-Finch,Young Adult,2012,10,2024-04-26,Missing,True
9780181088646,Devolved regional flexibility,Connor Coleman,Children,1961,5,2024-01-11,Available,True
9781935494102,Seamless modular synergy,Dr June King,Young Adult,2000,8,2023-11-10,Missing,True
9781960870995,Secured value-added database,Miss Diana Wade,Fiction,1994,5,2024-11-01,Damaged,True
9780177077234,Switchable 5thgeneration secured line,Allan Crawford,Fiction,1991,5,2018-09-21,Damaged,True
9780031591579,Exclusive bi-directional function,Mr Stephen Evans,Young Adult,1960,6,2019-10-01,Damaged,True
9780505035189,Expanded multimedia strategy,Mrs Donna King,Reference,2024,4,2015-12-18,Available,True
9780228328001,Open-architected foreground hardware,Miss Jennifer Robertson,Reference,1980,6,2023-06-23,Checked Out,True
9781239612424,Switchable zero-defect capacity,Nicholas Williams,Young Adult,1982,6,2019-10-13,Available,True
9780660538945,Function-based foreground concept,Cheryl Lambert-Dawson,Children,2022,5,2024-05-24,Reserved,True
9780237153571,Right-sized global emulation,Damien Burns,Fiction,2002,1,2025-06-16,Available,True
9780815154730,Multi-tiered high-level core,Jemma Smith,Non-Fiction,1976,9,2019-10-21,Reserved,True
9780035461281,Advanced heuristic product,Elaine Allen-Spencer,Young Adult,1974,2,2024-01-19,Checked Out,True
9780556001010,Implemented systemic Graphical User Interface,Jodie Doherty-Smith,Children,1997,1,2025-06-23,Missing,True
9781482623291,Switchable next generation installation,Anthony Bevan-Heath,Non-Fiction,1997,6,2025-04-01,Missing,True
9780591247046,Upgradable content-based attitude,Liam Smith,Young Adult,1958,9,2025-06-16,Checked Out,True
9780409914924,Cross-group empowering array,Dr Lee Brown,Fiction,1968,10,2016-07-29,Damaged,True
9781402248061,Function-based context-sensitive access,Beth Watson-Fisher,Reference,2007,4,2020-01-17,Missing,True
9780002683975,Centralized 4thgeneration knowledgebase,Wendy Armstrong,Young Adult,2024,7,2017-09-13,Missing,True
9780136115069,Integrated leadingedge help-desk,Dr Sophie O'Connor,Children,2017,7,2025-07-31,Missing,True
9780076473403,Self-enabling disintermediate interface,Annette Whittaker,Reference,2002,3,2016-02-19,Available,True
9781854600813,Cloned motivating frame,Miss Sarah Martin,Reference,2004,3,2017-01-30,Available,True
9781726156844,Seamless discrete service-desk,Victoria Brooks,Children,1970,7,2024-12-04,Available,True
9781638834861,Streamlined demand-driven software,Deborah Barry,Children,1976,6,2021-04-22,Missing,True
9781025284316,Distributed zero-defect open system,Miss Pauline O'Neill,Non-Fiction,1973,5,2023-12-10,Missing,True
9780529472397,Ameliorated 24/7 system engine,Dr Francis Gallagher,Fiction,2004,4,2025-07-22,Checked Out,True
9781244233119,Expanded contextually-based knowledge user,Stuart White,Non-Fiction,1950,1,2016-12-27,Checked Out,True
9781979709989,Stand-alone encompassing hierarchy,Diane Holland,Young Adult,1986,6,2021-07-07,Missing,True
9781554273058,Programmable bifurcated installation,Vanessa Holden,Fiction,1964,7,2015-11-15,Damaged,True
9780281595723,Optional local website,Dr Ruth Parry,Non-Fiction,1963,9,2020-06-06,Available,True
9781912797288,Reactive client-server extranet,Dr Oliver Ward,Reference,2014,6,2025-06-17,Checked Out,True
9780210985564,Inverse mission-critical info-mediaries,Christopher Clark,Young Adult,1952,8,2021-02-09,Reserved,True
9781889851556,Self-enabling bandwidth-monitored parallelism,Miss Beverley Adams,Children,1978,6,2021-05-15,Available,True
9780723140412,Managed dynamic hardware,Jayne Spencer-Jones,Young Adult,1969,2,2017-08-05,Checked Out,True
9780058209358,Organized explicit forecast,Jasmine Webb,Fiction,2002,3,2025-02-01,Reserved,True
9780714158044,Operative grid-enabled knowledgebase,Lisa Gibson,Young Adult,2010,3,2020-04-02,Reserved,True
9781359790354,Multi-tiered grid-enabled budgetary management,Anna Baker,Young Adult,2008,5,2021-10-21,Damaged,True
